"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Plantae&taxon_reso=genus&max_ma=75&min_ma=0&cc=NOA&envtype=terr&show=class,genus,ecospace,coords,paleoloc,strat,lith,env,acconly"
"Access Time","Fri 2015-12-04 21:27:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","cc","NOA"
"","envtype","terr"
"","min_ma","0"
"","max_ma","75"
"","taxon_reso","genus"
"","taxon_status","all"
"","ident","latest"
"","show","class,genus,ecospace,coords,paleoloc,strat,lith,env,acconly"
"Elapsed Time","1.05"
"Records Found","5450"
"Records Returned","5450"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","motility","life_habit","diet","lng","lat","paleomodel","paleolng","paleolat","geoplate","formation","stratgroup","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment"
"587133","occ","","","61887","Populus","genus","55955","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Violales","Salicaceae","Populus","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587134","occ","","","61887","Alnus","genus","54588","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587137","occ","","","61887","Viburnum","genus","53304","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Viburnum","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587145","occ","","","61887","Ranunculus","genus","331065","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587149","occ","","","61887","Polygonum","genus","319859","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Dicotyledonae","Polygonales","Polygonaceae","Polygonum","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587150","occ","","","61887","Potamogeton","genus","83632","Early Pleistocene","","2.588","0.781","17875","Magnoliophyta","Liliopsida","Alismatales","Najadaceae","Potamogeton","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587154","occ","","","61887","Myriophyllum","genus","118085","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587156","occ","","","61887","Isoetes","genus","317976","Early Pleistocene","","2.588","0.781","17875","Pteridophyta","Lycopsida","","Isoetaceae","Isoetes","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587158","occ","","","61887","Nymphaea","genus","157335","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587159","occ","","","61887","Typha","genus","252000","Early Pleistocene","","2.588","0.781","17875","Angiospermae","","Typhales","Typhaceae","Typha","","","""photoautotroph""","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587163","occ","","","61887","Sphagnum","genus","321353","Early Pleistocene","","2.588","0.781","17875","Bryophyta","","","Sphagnaceae","Sphagnum","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587164","occ","","","61887","Botrychium","genus","319900","Early Pleistocene","","2.588","0.781","17875","Pteridophyta","Pteridopsida","","Ophioglossaceae","Botrychium","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587165","occ","","","61887","Osmunda","genus","55240","Early Pleistocene","","2.588","0.781","17875","Pteridophyta","Pteridopsida","Osmundales","Osmundaceae","Osmunda","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"592871","occ","","","26574","Pinus","genus","55062","Late Hemphillian","Blancan","10.3","1.8","18109","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592873","occ","","","26574","Quercus","genus","54594","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592874","occ","","","26574","Carya","genus","54583","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Carya","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592875","occ","","","26574","Ulmus","genus","55984","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Ulmus","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592876","occ","","","26574","Betula","genus","55294","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Betula","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592877","occ","","","26574","Fraxinus","genus","54727","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Dicotyledonae","Scrophulariales","Oleaceae","Fraxinus","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592878","occ","","","26574","Celtis","genus","53532","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Celtis","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592879","occ","","","26574","Alnus","genus","54588","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"592880","occ","","","26574","Salix","genus","54580","Late Hemphillian","Blancan","10.3","1.8","18109","Spermatophyta","Magnoliopsida","Violales","Salicaceae","Salix","","","","-82.476669","36.419724","gp_mid","-79.91","37.38","101","","","","""highly laminated, organic laden, silty sediments"" (Wallace et al. 2002)\r\n""finely laminated clays, silts, and fine sands intermixed with isolated gravel lenses that fill a former sinkhole... up to 39 m thick... result of a small lake or pond that formed within the sinkhole"" (Wallace and Wang 2004)","siltstone","","argillaceous,sandy,carbonaceous","conglomerate","","","sinkhole"
"595983","occ","","","63150","Picea","genus","83629","Late Pleistocene","","0.126","0.0117","18185","Pinophyta","Pinopsida","Pinales","Pinaceae","Picea","","","","-83.364441","42.808887","gp_mid","-83.36","42.81","101","","","","sand, silt, clay","sandstone","unlithified","argillaceous,silty","","","","glacial"
"595984","occ","","","63150","Picea","genus","83629","Late Pleistocene","","0.126","0.0117","18185","Pinophyta","Pinopsida","Pinales","Pinaceae","Picea","","","","-83.364441","42.808887","gp_mid","-83.36","42.81","101","","","","sand, silt, clay","sandstone","unlithified","argillaceous,silty","","","","glacial"
"595985","occ","","","63150","Larix","genus","83628","Late Pleistocene","","0.126","0.0117","18185","Pinophyta","Pinopsida","Pinales","Pinaceae","Larix","","","","-83.364441","42.808887","gp_mid","-83.36","42.81","101","","","","sand, silt, clay","sandstone","unlithified","argillaceous,silty","","","","glacial"
"595986","occ","","","63150","Abies","genus","55065","Late Pleistocene","","0.126","0.0117","18185","Pinophyta","Pinopsida","Pinales","Pinaceae","Abies","","","","-83.364441","42.808887","gp_mid","-83.36","42.81","101","","","","sand, silt, clay","sandstone","unlithified","argillaceous,silty","","","","glacial"
"595987","occ","","","63150","Pinus","genus","55062","Late Pleistocene","","0.126","0.0117","18185","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-83.364441","42.808887","gp_mid","-83.36","42.81","101","","","","sand, silt, clay","sandstone","unlithified","argillaceous,silty","","","","glacial"
"595988","occ","","","63150","Pinus","genus","55062","Late Pleistocene","","0.126","0.0117","18185","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-83.364441","42.808887","gp_mid","-83.36","42.81","101","","","","sand, silt, clay","sandstone","unlithified","argillaceous,silty","","","","glacial"
"595989","occ","","","63150","Pinus","genus","55062","Late Pleistocene","","0.126","0.0117","18185","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-83.364441","42.808887","gp_mid","-83.36","42.81","101","","","","sand, silt, clay","sandstone","unlithified","argillaceous,silty","","","","glacial"
"596683","occ","","","63218","Picea","genus","83629","Late Pleistocene","","0.126","0.0117","18196","Pinophyta","Pinopsida","Pinales","Pinaceae","Picea","","","","-85.326385","44.302776","gp_mid","-85.33","44.30","101","","","","shelly marl","marl","","","","","","mire/swamp"
"596684","occ","","","63218","Pinus","genus","55062","Late Pleistocene","","0.126","0.0117","18196","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-85.326385","44.302776","gp_mid","-85.33","44.30","101","","","","shelly marl","marl","","","","","","mire/swamp"
"596685","occ","","","63218","Larix","genus","83628","Late Pleistocene","","0.126","0.0117","18196","Pinophyta","Pinopsida","Pinales","Pinaceae","Larix","","","","-85.326385","44.302776","gp_mid","-85.33","44.30","101","","","","shelly marl","marl","","","","","","mire/swamp"
"596687","occ","","","63218","Quercus","genus","54594","Late Pleistocene","","0.126","0.0117","18196","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-85.326385","44.302776","gp_mid","-85.33","44.30","101","","","","shelly marl","marl","","","","","","mire/swamp"
"596688","occ","","","63218","Betula","genus","55294","Late Pleistocene","","0.126","0.0117","18196","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Betula","","","","-85.326385","44.302776","gp_mid","-85.33","44.30","101","","","","shelly marl","marl","","","","","","mire/swamp"
"596694","occ","","","63218","Selaginella","genus","282557","Late Pleistocene","","0.126","0.0117","18196","Pteridophyta","Lycopsida","","Selaginellaceae","Selaginella","","","","-85.326385","44.302776","gp_mid","-85.33","44.30","101","","","","shelly marl","marl","","","","","","mire/swamp"
"596699","occ","","","63219","Picea","genus","83629","Late Pleistocene","","0.126","0.0117","18196","Pinophyta","Pinopsida","Pinales","Pinaceae","Picea","","","","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"596700","occ","","","63219","Pinus","genus","55062","Late Pleistocene","","0.126","0.0117","18196","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"596702","occ","","","63219","Quercus","genus","54594","Late Pleistocene","","0.126","0.0117","18196","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"596703","occ","","","63219","Betula","genus","55294","Late Pleistocene","","0.126","0.0117","18196","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Betula","","","","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"596704","occ","","","63219","Ostrya","genus","157332","Late Pleistocene","","0.126","0.0117","18196","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Ostrya","","","","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"596705","occ","","","63219","Populus","genus","55955","Late Pleistocene","","0.126","0.0117","18196","Spermatophyta","Magnoliopsida","Violales","Salicaceae","Populus","","","","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"596706","occ","","","63219","Salix","genus","54580","Late Pleistocene","","0.126","0.0117","18196","Spermatophyta","Magnoliopsida","Violales","Salicaceae","Salix","","","","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"596710","occ","","","63219","Typha","genus","252000","Late Pleistocene","","0.126","0.0117","18196","Angiospermae","","Typhales","Typhaceae","Typha","","","""photoautotroph""","-83.180832","43.268055","gp_mid","-83.18","43.27","101","","","","","","","","","","","mire/swamp"
"598209","occ","","","63249","Picea","genus","83629","Late Pleistocene","","0.126","0.0117","18196","Pinophyta","Pinopsida","Pinales","Pinaceae","Picea","","","","-84.249725","42.548611","gp_mid","-84.25","42.55","101","","","","","","","","","","","mire/swamp"
